address,city,date,id,injured,killed,source,state
301 N Rogers St,Clarksville,2020-01-01,1586171,1,0,https://www.nwahomepage.com/news/knwa/one-arrested-in-new-years-day-shooting-in-clarksville/,Arkansas
LA-182,Grand Coteau,2020-01-01,1586139,1,0,https://kadn.com/suspect-to-be-charged-with-attempted-first-degree-murder-in-grand-coteau-officer-involved-shooting/,Louisiana
2500 block of North Ave,Richmond,2020-01-01,1585484,0,1,https://www.nbc12.com/2020/01/01/dead-new-years-day-shooting-richmond/,Virginia
1437 St Clair Ave NE,Cleveland,2020-01-01,1585746,4,0,https://www.cleveland.com/metro/2020/01/man-charged-in-new-years-day-quadruple-shooting-at-downtown-cleveland-nightclub.html,Ohio
5900 block of Bear Creek Dr,Bedford (Bedford Heights),2020-01-01,1586051,1,1,https://www.cleveland.com/crime/2020/01/man-charged-in-shooting-killing-man-new-years-day-injuring-woman-in-bedford-heights-police-say.html,Ohio
3011 E Gore Blvd,Lawton,2020-01-01,1586146,1,0,https://www.kswo.com/2020/01/01/lpd-investigating-east-lawton-shooting/,Oklahoma
3900 Galt Ocean Dr,Fort Lauderdale,2020-01-01,1587164,0,1,https://www.sun-sentinel.com/local/broward/fort-lauderdale/fl-ne-galt-ocean-shooting-20200102-jcaseznlw5ertihbkurpmxz2qu-story.html,Florida
11 Elliewood Ave,Charlottesville,2020-01-01,1586675,1,0,https://www.dailyprogress.com/news/crime/woman-shot-on-elliewood-avenue-on-new-year-s-morning/article_0828611f-b85e-50e5-af74-ca7f07b0c4f0.html,Virginia
Cornelia Ave,Fresno,2020-01-01,1587149,3,0,https://abc30.com/3-injured-when-suspects-open-fire-on-northwest-fresno-apartment/5807444/,California
1300 block of Covington Dr,Desoto,2020-01-01,1587134,1,0,https://www.wfaa.com/article/news/crime/1-injured-new-years-shooting-desoto-home/287-d7d787a3-acc7-4418-840d-f6d3ce19774a,Texas
1900 block of E 5th Ave,Anchorage,2020-01-01,1586031,1,0,http://www.youralaskalink.com/news/swat-officers-responded-to-a-shooting-incident/article_53bb8b2a-2d9f-11ea-b2aa-7f63d737fef3.html,Alaska
500 block of E 3rd Ave,Belton,2020-01-01,1591514,1,0,https://www.kwtx.com/content/news/Arrest-made-in-New-Years-Day-shooting-that-sent-teen-to-local-hospital-566941121.html,Texas
E St and Goodhue Blvd,Lincoln,2020-01-01,1586122,0,0,https://www.1011now.com/content/news/Lincoln-homeowner-fires-gun-pepper-sprays-burglary-suspect-566623951.html,Nebraska
2130 N 61st St,Lincoln,2020-01-01,1589234,0,0,https://www.lincoln.ne.gov/city/police/stats/cfssat.htm,Nebraska
China Rose Dr,Austin,2020-01-01,1586119,0,0,https://www.kxan.com/news/local/austin/woman-says-bullet-came-through-her-roof-nearly-hit-her-after-midnight-in-east-austin/,Texas
N/A,Lincoln,2020-01-01,1620983,0,0,https://journalstar.com/news/local/crime-and-courts/police-chase-with--year-old-man-with-a-gun/article_d63fe08f-d89a-5fb9-91e2-3348cae32f3f.html,Nebraska
Hamilton St,Omaha,2020-01-01,1586114,1,0,https://www.omaha.com/news/year-old-man-drives-himself-to-omaha-hospital-after-shooting/article_e0361cb4-368d-580e-b79a-7b7fcb6584cc.html,Nebraska
Palm Ave,Fort Myers,2020-01-01,1587110,0,0,https://www.news-press.com/story/news/crime/2020/01/02/police-pulled-him-over-after-seeing-hearing-shots-fired/2795817001/,Florida
1825 Lorain Blvd,Elyria,2020-01-01,1586078,1,0,https://www.morningjournal.com/news/crime/lorain-man-arrested-for-alleged-involvement-in-elyria-days-inn/article_8c152afa-318a-11ea-861e-07d09c840881.html,Ohio
6244 Little River Turnpike,Alexandria,2020-01-01,1587077,1,0,https://www.wusa9.com/article/news/crime/shooting-bathroom-alexandria-restaurant-one-injury/65-75fd3975-f598-4012-a5ba-aee56c2d0aa4,Virginia
900 S Farm to Market Rd 1417,Sherman,2020-01-01,1587067,0,0,https://www.kxii.com/content/news/Man-arrested-after-firing-gun-at-Country-Village-Apartments-566668771.html,Texas
3700 Union Blvd,Saint Louis,2020-01-01,1586058,1,0,https://www.kmov.com/news/north-st-louis-man-charged-in-separate-shootings-on-new/article_dfdaa62a-2d0b-11ea-90ca-63c997e00db6.html,Missouri
Roosevelt St,Rio Grande City,2020-01-01,1588684,0,0,https://www.kveo.com/news/local-news/celebratory-gunfire-calls-drop-from-last-year-for-valley-city/,Texas
I-4,Volusia (county),2020-01-01,1585875,0,0,https://www.actionnewsjax.com/news/local/duval-county/fhp-investigating-road-rage-incident-suspect-may-have-shot-cars/WJE5VA7BRVG23N3FPXLUZFW5DY/,Florida
Vine St,Springfield Township,2020-01-01,1586080,0,0,https://local12.com/news/local/police-investigate-springfield-township-shooting-cincinnati,Ohio
1600 block of 7th St SE,Roanoke,2020-01-01,1585650,1,0,https://www.roanoke.com/news/crime/roanoke-police-investigate-early-morning-shooting/article_acaf4d42-4950-52a7-bdc6-2f18d6530ddc.html,Virginia
5300 block of Bahama Terrace,Cincinnati,2020-01-01,1585716,0,1,https://www.cincinnati.com/story/news/2020/01/01/cincinnati-new-years-morning-shooting-one-man-injured-mt-airy/2789688001/,Ohio
N/A,Locust Grove,2020-01-01,1587005,0,1,https://www.news9.com/story/41512583/teen-found-dead-shot-in-mayes-county-deputies-say,Oklahoma
1227 Morrell Ave,Dallas,2020-01-01,1586184,0,1,https://dpdbeat.com/2020/01/02/arrest-made-in-the-homicide-investigation-of-kerwin-clemons/,Texas
1300 block of South Cleveland Ave,Sioux Falls,2020-01-01,1585836,1,0,https://www.ksfy.com/content/news/New-Years-Day-shooting-in-Sioux-Falls-leaves-1-injured-3-suspects-in-custody-566628021.html,South Dakota
1397 Boonehill Rd,Summerville,2020-01-01,1587357,1,0,https://www.wistv.com/2020/01/06/police-man-charged-shooting-summerville-gas-station/,South Carolina
302 E 6th St,Austin,2020-01-01,1585823,2,0,https://www.statesman.com/news/20200110/new-yearrsquos-day-shooting-victim-sues-terminal-6-nightclub-for-negligence?rssfeed=true,Texas
100 block of Gandy Drive,Saint Louis (Creve Coeur),2020-01-01,1585864,2,0,https://fox2now.com/2020/01/01/gunfire-erupts-across-st-louis-on-violent-new-years-eve/,Missouri
Valley Rd,Ambridge,2020-01-01,1586872,0,0,https://www.wpxi.com/news/top-stories/bullet-new-years-celebratory-gunfire-shoots-through-familys-home/TTDRMS2PLBASJL7O7HM5BNTSUI/,Pennsylvania
2199 Southport Rd,Spartanburg,2020-01-01,1587878,0,0,https://www.wyff4.com/article/spartanburg-man-accused-in-2-sex-assaults-armed-robbery-committed-home-invasion-on-same-day-deputies-say/30391856,South Carolina
3000 block of N 25th St,Saint Louis,2020-01-01,1586056,1,0,https://www.ksdk.com/article/news/crime/update-10-people-shot-5-fatally-in-first-hours-of-2020/63-0e756c50-b0ff-4ae5-98e9-a23c7b94f7ea,Missouri
Willesden Green Ct,Hermitage,2020-01-01,1598354,0,1,https://www.wsmv.com/news/police-arrest-hermitage-man-for-fatal-shooting-on-new-year/article_b217462e-38c0-11ea-9fa2-831b26416f18.html,Tennessee
2300 block of E Fargo St,Broken Arrow,2020-01-01,1586953,1,0,https://www.newson6.com/story/41513136/man-arrested-after-woman-shot-in-broken-arrow-police-say,Oklahoma
9000 block of Warwick St,Detroit,2020-01-01,1587597,0,0,https://www.clickondetroit.com/news/local/2020/02/01/detroit-police-arrest-9-people-involved-in-dangerous-celebratory-gunfire-on-new-years-eve/,Michigan
Merrill Ave and West 58th St,Cleveland,2020-01-01,1585741,0,1,https://www.cleveland.com/crime/2020/01/cleveland-man-charged-in-girlfriends-death-while-firing-celebratory-gunshots-new-years-day.html,Ohio
3400 block of Monaghan St,Dublin,2020-01-01,1587120,1,1,https://www.eastbaytimes.com/2020/01/03/woman-suspect-fatally-shot-in-dublin-home-break-in-identified/,California
100 Canty Pl,Columbus,2020-01-01,1585541,0,1,https://www.wtvm.com/2020/01/01/two-teenagers-arrested-new-years-day-murder-columbus/,Georgia
1000 block of Darrow Ave,Evanston,2020-01-01,1586404,1,0,https://chicago.suntimes.com/crime/2020/1/7/21055320/aisha-perrin-charged-shooting-uncle-argument-evanston-apartment-building-gun-violence,Illinois
200 block of Arch St,Akron,2020-01-01,1586941,1,0,https://www.news5cleveland.com/news/local-news/akron-canton-news/robber-shoots-akron-man-in-the-head-steals-playstation-4-during-home-invasion,Ohio
S Broad St,Globe,2020-01-01,1586980,0,1,https://www.azcentral.com/story/news/local/arizona-breaking/2020/01/03/eric-tellez-jr-fatally-shot-globe-police-officer-new-years-eve/2803505001/,Arizona
N/A,Stark (county),2020-01-01,1587822,1,0,https://www.cantonrep.com/news/20200102/celebratory-lake-township-gunfire-ends-in-new-yearrsquos-hospital-visit,Ohio
Lake Ruby Rd,Deland,2020-01-01,1596317,0,0,https://www.news-journalonline.com/news/20200113/new-yearrsquos-celebration-bullet-damages-deland-area-homersquos-air-conditioning,Florida
140 Crown Dr,Danville,2020-01-01,1587099,1,0,https://www.godanriver.com/news/local/police-woman-shot-in-parking-lot-of-kickback-jack-s/article_a4b9ce29-ca42-5d20-b93b-25911f00414d.html,Virginia
1000 block of E Republic St,Peoria,2020-01-01,1587817,0,0,https://www.pjstar.com/news/20200103/police-find-more-than-100-shell-casings-near-house,Illinois
1100 block of Sycamore St,Cincinnati,2020-01-01,1585859,3,0,https://www.cincinnati.com/story/news/crime/crime-and-courts/2020/01/02/suspect-downtown-triple-shooting-appears-court/2794485001/,Ohio
1000 block of Finchs Hill Rd,Warsaw,2020-01-01,1587710,0,1,https://www.wric.com/news/virginia-news/suspect-shot-by-police-during-execution-of-arrest-warrant-in-warsaw/,Virginia
Manhattan Ave and W 107th St,New York (Manhattan),2020-01-01,1586049,0,1,https://nypost.com/2020/01/02/nyc-corrections-officer-arraigned-on-murder-charge-in-shooting-death-of-uncle/,New York
1113 4th Ave,Huntington,2020-01-01,1585394,7,0,https://www.wowktv.com/news/breaking-news/huntington-police-name-suspect-in-new-years-bar-shooting/,West Virginia
Indianola Ave and E 15th Ave,Cleveland,2020-01-01,1591683,0,0,https://www.nbc4i.com/news/local-news/safety-notice-issued-after-students-vehicle-stolen-by-armed-suspects-near-ohio-states-campus/,Ohio
100 block of S Main St,Lima,2020-01-01,1587797,0,0,https://www.facebook.com/AllenCountySheriffsOffice/videos/2599066293511023/,Ohio
1803 Pio Nono Ave,Macon,2020-01-01,1587799,0,0,https://wgxa.tv/news/local/deputies-2-arrested-after-macon-man-threatens-citgo-clerk,Georgia
12 S Calhoun St,Greenville,2020-01-01,1585702,1,0,https://www.wyff4.com/article/greenville-man-arrested-for-shooting-another-man-in-garage-who-refused-to-give-him-money-police-say/30472641,South Carolina
13611 Grand River Ave,Detroit,2020-01-01,1585993,1,0,https://www.freep.com/story/news/local/michigan/wayne/2020/01/02/galaxy-coney-island-detroit-kidnapping-attempt/2793753001/,Michigan
700 block of E 2nd St,Pueblo,2020-01-01,1588566,0,0,https://www.chieftain.com/news/20200103/pueblo-crime-beat-safe-streets-fugitives-sought,Colorado
3037 N Prospect Road,Peoria,2020-01-01,1587788,0,0,https://www.pjstar.com/news/20200103/multiple-vehicles-hit-by-gunfire-over-new-years-holiday,Illinois
N Dobbins St,Union City,2020-01-01,1586607,1,0,https://www.wbbjtv.com/2020/01/02/1-injured-in-union-city-shooting/,Tennessee
1300 block of E Tripp Ave,Peoria,2020-01-01,1587784,0,0,https://www.pjstar.com/news/20200103/multiple-vehicles-hit-by-gunfire-over-new-years-holiday,Illinois
530 NE Glen Oak Ave,Peoria,2020-01-01,1587783,0,0,https://www.pjstar.com/news/20200103/multiple-vehicles-hit-by-gunfire-over-new-years-holiday,Illinois
6300 block of Dawnfield Ln,Richmond,2020-01-01,1586848,0,0,https://wtvr.com/2020/01/01/dawnfield-lane-shots-fired-into-varina-home/,Virginia
202 Republic St,Uniontown,2020-01-01,1586279,0,2,https://www.wtae.com/article/state-police-investigating-murder-suicide/30375588,Pennsylvania
Lazy Ridge Rd,Houston,2020-01-01,1586843,0,0,https://www.khou.com/article/news/local/new-years-gunfire-shattered-familys-bedroom-window/285-1406a5cc-b325-46ca-97b2-f52ea19ad902,Texas
N Cleveland St and Jefferson Ave,Memphis,2020-01-01,1586837,0,0,https://wreg.com/2020/01/02/police-searching-for-suspect-who-attacked-fired-shots-at-good-samaritan/,Tennessee
Puritan Ave,Detroit,2020-01-01,1586002,1,0,https://wwjnewsradio.radio.com/articles/news/detroit-police-investigating-multiple-new-years-shootings,Michigan
Puritan Ave and Linwood St,Detroit,2020-01-01,1585996,2,0,https://wwjnewsradio.radio.com/articles/news/detroit-police-investigating-multiple-new-years-shootings,Michigan
200 block of Atlantic Ave,Knoxville,2020-01-01,1586568,1,0,https://www.wbir.com/article/news/local/kpd-teen-hospitalized-after-shots-fired-in-north-knoxville/51-9647a05a-cc0e-42e8-acf5-57963adbedb8,Tennessee
Strasburg St and 7 Mile,Detroit,2020-01-01,1585986,1,0,https://wwjnewsradio.radio.com/articles/news/detroit-police-investigating-multiple-new-years-shootings,Michigan
100 block of Oak Valley Dr,Nashville,2020-01-01,1586601,1,0,https://www.newschannel5.com/news/woman-shot-during-nashville-home-invasion,Tennessee
900 block of N 2nd St,Memphis,2020-01-01,1586578,0,0,https://wreg.com/2020/01/02/mid-south-men-accused-of-robbing-carjacking-lyft-driver-in-north-memphis/,Tennessee
North Hobart Street,Philadelphia,2020-01-01,1585689,0,1,https://6abc.com/police-id-3-killed-in-new-years-day-shootings-in-philadelphia/5805159/,Pennsylvania
9100 block of Monica St,Detroit,2020-01-01,1585974,0,1,https://wwjnewsradio.radio.com/articles/news/detroit-police-investigating-multiple-new-years-shootings,Michigan
525 Don Cutler Sr Dr,Albany,2020-01-01,1586780,1,0,https://www.albanyherald.com/news/man-struck-by-two-bullets-in-new-year-s-shooting/article_bafd5c5a-2d8b-11ea-9dfa-33530af91eb1.html,Georgia
4700 block of Griscom St,Philadelphia,2020-01-01,1585698,1,2,https://6abc.com/police-id-3-killed-in-new-years-day-shootings-in-philadelphia/5805159/,Pennsylvania
Tearall Rd,Raynham,2020-01-01,1589796,0,0,https://whdh.com/news/2-facing-charges-in-raynham-home-invasion-pistol-whipping/,Massachusetts
200 block of W Delaware Ave,Mcalester,2020-01-01,1585514,0,1,https://www.hrc.org/blog/hrc-mourns-dustin-parker-trans-man-killed-in-oklahoma,Oklahoma
755 Guin Rd,Nixa,2020-01-01,1585945,1,0,https://www.ky3.com/content/news/Woman-suffers-gunshot-wound-outside-Christian-County-nightclub-566628621.html,Missouri
Theatre St and Joseph Martin Hwy,Martinsville,2020-01-01,1586651,2,0,https://www.wfxrtv.com/news/local-news/martinsville-police-involved-in-officer-shooting-on-jan-1-assigned-to-administrative-duty/,Virginia
Willow St,Waterbury,2020-01-01,1586789,0,0,https://www.rep-am.com/top-stories/2020/01/01/gunfire-in-the-north-end-on-new-years-day/,Connecticut
750 Bright Creek Way,Raleigh,2020-01-01,1585934,1,0,https://www.cbs17.com/news/local-news/wake-county-news/raleigh-police-investigating-shooting-at-apartment-complex-near-downtown/,North Carolina
Lounsbury Street,Waterbury,2020-01-01,1586783,0,0,https://www.rep-am.com/top-stories/2020/01/01/gunfire-in-the-north-end-on-new-years-day/,Connecticut
7400 block of Varnum St,Hyattsville (Landover Hills),2020-01-01,1586238,0,1,https://pgpolice.blogspot.com/2020/01/pgpd-identifies-arrests-man-who-shot.html,Maryland
Silk Leaf Ln,Jacksonville,2020-01-01,1585888,0,0,https://www.news4jax.com/news/local/2020/01/01/as-new-year-began-bullets-flew-through-two-westside-homes/,Florida
740 Bragg Blvd,Fayetteville,2020-01-01,1585884,1,0,https://www.fayobserver.com/news/20200101/man-shot-in-fayetteville-on-new-yearrsquos-day,North Carolina
8616 Westwood Center Dr,Vienna,2020-01-01,1585596,3,0,https://www.wusa9.com/article/news/crime/person-shot-after-new-years-day-shooting-in-frederick/65-0510e470-8783-42d3-9b02-019d00727d8c,Virginia
4200 block of 80th Ave,Pinellas Park,2020-01-01,1585434,1,0,https://www.wfla.com/news/pinellas-county/police-man-shot-in-lower-torso-in-pinellas-park/,Florida
366 Warren St NW,Warren,2020-01-01,1609627,0,1,https://www.tribtoday.com/news/local-news/2020/01/coroner-ids-body-found-in-warren-twp-field/,Ohio
5400 block of 7th St S,Saint Petersburg,2020-01-01,1585867,0,0,https://www.baynews9.com/fl/tampa/local/2020/01/01/new-year-s-eve-celebratory-gunfire-struck-retired-officer-s-home,Florida
Rood Pond Road,Williamstown,2020-01-01,1586347,0,1,https://vtdigger.org/2020/01/02/police-say-williamstown-man-shot-killed-self-after-fleeing-traffic-stop/,Vermont
1 Gandy Blvd N,Saint Petersburg,2020-01-01,1585454,1,0,https://www.abcactionnews.com/news/region-pinellas/florida-man-critical-from-self-inflicted-wound-after-taking-part-in-celebratory-gunfire-deputies,Florida
19 Davids St,Brockton,2020-01-01,1586771,0,0,https://www.enterprisenews.com/news/20200102/2-arrested-in-brockton-as-police-probe-recent-shootings?rssfeed=true,Massachusetts
4500 block of Wenig Road NE,Cedar Rapids,2020-01-01,1586631,0,0,https://www.thegazette.com/subject/news/shots-fired-cedar-rapids-new-years-day-20200101,Iowa
1100 block of Sycamore St N,Cincinnati,2020-01-01,1585854,1,0,https://www.fox19.com/2020/01/01/shot-sycamore-street-otr-early-new-years-day/,Ohio
1400 block of 17th St,Des Moines,2020-01-01,1585696,0,1,https://www.kcci.com/article/josiah-woods-father-speaks-after-sons-new-years-homicide/30373369,Iowa
3100 45th St,San Diego,2020-01-01,1585833,1,0,https://fox5sandiego.com/2020/01/01/victim-shoots-man-attempting-to-steal-cell-phone/,California
200 block of Booker Washington St,Rock Hill,2020-01-01,1585805,3,0,https://www.heraldonline.com/news/local/crime/article239033468.html,South Carolina
665 Center St,Stanhope,2020-01-01,1585826,1,0,https://www.weareiowa.com/news/local-news/police-man-found-with-gunshot-wounds-in-hamilton-county-stanhope-ellsworth-jewell/,Iowa
900 block of Irving St,Denver,2020-01-01,1585821,0,1,https://denver.cbslocal.com/2020/01/01/denver-police-officers-fatal-shooting-irving-street-department-gunfire/,Colorado
11600 block of Midlothian Turnpike,Midlothian,2020-01-01,1585494,1,0,https://www.richmond.com/news/local/crime/driver-attempts-suicide-during-traffic-stop-for-suspected-dui-on/article_9f6b94ff-b4d7-5d26-a196-9947cb182081.html,Virginia
12300 block of May Laurel Dr,Houston,2020-01-01,1585419,0,1,https://dfw.cbslocal.com/2020/01/01/texas-woman-philippa-ashford-dies-shot-by-possible-celebratory-gunfire-new-years/,Texas
Jackson St and E 19th St,Dubuque,2020-01-01,1585801,0,0,https://www.kcrg.com/content/news/Total-of-three-early-New-Years-shooting-incidents-reported-in-Dubuque-566631691.html,Iowa
1928 Buddy Holly Ave,Lubbock,2020-01-01,1585798,0,2,http://www.startribune.com/2-killed-in-shooting-at-texas-nightclub-suspect-sought/566627781/,Texas
100 Baxter St,Pawtucket,2020-01-01,1586360,0,1,https://www.bostonglobe.com/2020/01/02/metro/couple-accused-killing-mother-pawtucket-with-3d-gun/?camp=bg:brief:rss:feedly&rss_id=feedly_rss_brief,Rhode Island
3243 Needmore Rd,Dayton,2020-01-01,1585793,1,0,https://www.daytondailynews.com/news/crime--law/police-investigating-reported-new-year-day-shooting-needmore-road/iCWLfR1rEf1ayN5F3vCK4J/,Ohio
1500 block of Central Ave,Dubuque,2020-01-01,1585791,0,0,https://www.kcrg.com/content/news/Total-of-three-early-New-Years-shooting-incidents-reported-in-Dubuque-566631691.html,Iowa
N/A,Badger,2020-01-01,1587650,0,1,https://minnesota.cbslocal.com/2020/01/05/charges-northern-mn-man-killed-woman-who-honked-at-him-to-hurry-up/,Minnesota
100 block of N Blair St,Madison,2020-01-01,1586605,0,0,https://www.channel3000.com/man-arrested-after-allegedly-pointing-gun-at-partygoers-face-police-say/,Wisconsin
Southeast 112th Ave and SE Division St,Portland,2020-01-01,1585790,0,0,https://www.oregonlive.com/crime/2020/01/two-wounded-in-new-years-day-shooting-on-portlands-ne-148th-avenue.html,Oregon
3500 block of Northeast 148th Ave,Portland,2020-01-01,1585785,2,0,https://www.oregonlive.com/crime/2020/01/two-wounded-in-new-years-day-shooting-on-portlands-ne-148th-avenue.html,Oregon
N/A,Cleveland,2020-01-01,1585777,1,0,https://www.cleveland.com/crime/2020/01/13-people-shot-in-violent-nine-hour-stretch-late-new-years-eve-early-new-years-day-in-cleveland.html,Ohio
North Blvd and East 102nd St,Cleveland,2020-01-01,1585775,1,0,https://www.cleveland.com/crime/2020/01/13-people-shot-in-violent-nine-hour-stretch-late-new-years-eve-early-new-years-day-in-cleveland.html,Ohio
East 55th St and Kinsman Rd,Cleveland,2020-01-01,1585759,1,0,https://www.cleveland.com/crime/2020/01/13-people-shot-in-violent-nine-hour-stretch-late-new-years-eve-early-new-years-day-in-cleveland.html,Ohio
2600 Auburn Blvd,Sacramento,2020-01-01,1585756,2,0,https://www.sacbee.com/news/local/crime/article238886913.html,California
Cedar St,Newington,2020-01-01,1586728,1,0,https://fox61.com/2020/01/02/man-shot-in-the-face-in-newington-on-new-years-day/,Connecticut
Irving Ave and Lewis St,Wyandanch,2020-01-01,1585736,1,0,https://patch.com/new-york/deerpark-northbabylon/wyandanch-man-shoots-housemate-new-years-day-police-say,New York
Radcliffe Rd and Winburn Dr,Lexington,2020-01-01,1585727,0,0,https://www.lex18.com/news/covering-kentucky/lexington-police-bullet-crashes-through-homes-roof-after-midnight,Kentucky
Migaldi Dr,Memphis,2020-01-01,1585715,0,0,https://wreg.com/2020/01/01/celebratory-gunfire-in-shelby-county-pierces-womans-couch/,Tennessee
2245 Hayne St,Spartanburg,2020-01-01,1585713,0,0,https://www.foxcarolina.com/news/deputies-person-assaulted-gun-fired-in-spartanburg-co-bar-parking/article_641ad112-2c8a-11ea-9e88-731eb3a6f238.html,South Carolina
Dubuque Street,Manchester,2020-01-01,1586713,0,0,https://www.unionleader.com/news/crime/intoxicated-man-fired-gun-on-west-side-police-say/article_6f255036-b3b8-5822-90d4-f7e81151bab1.html,Vermont
Pearl St,Greenwood,2020-01-01,1585691,0,0,https://www.wyff4.com/article/4-men-face-gun-drug-charges-after-shots-fired-in-greenwood-neighborhood-police-say/30373478,South Carolina
600 block of South Scientific St,High Point,2020-01-01,1585682,0,2,https://www.journalnow.com/news/crime/high-point-police-respond-to-apparent-murder-suicide-early-new/article_f517fd94-4640-5bce-bf95-22050ce9fe8c.html,North Carolina
981 University Ave W,Saint Paul,2020-01-01,1585809,0,1,https://www.twincities.com/2020/01/03/30-year-old-arrested-in-fatal-new-years-day-shooting-outside-st-paul-bar/,Minnesota
2300 block of Streambed Ct,Arlington,2020-01-01,1586272,0,1,https://www.star-telegram.com/news/local/crime/article239644748.html,Texas
N/A,Carbondale,2020-01-01,1586746,0,1,https://wsiltv.com/2020/01/24/carbondale-man-indicted-for-murder-in-fatal-home-invasion/,Illinois
N/A,Albuquerque,2020-01-01,1585658,0,0,https://www.krqe.com/news/crime/apd-146-shots-fired-calls-in-albuquerque-during-new-years-eve-holiday/,New Mexico
520 W Ella J Gilmore St,Apopka,2020-01-01,1587051,0,1,https://www.clickorlando.com/news/local/2020/01/06/victims-idd-in-separate-fatal-shootings-at-same-apopka-home/,Florida
1600 block of Carrol Ave NW,Roanoke,2020-01-01,1585648,1,0,https://www.wfxrtv.com/news/local-news/roanoke-police-respond-to-multiple-shooting-incidents-today/,Virginia
N/A,Dorchester (county),2020-01-01,1585645,0,0,https://abcnews4.com/news/local/dcso-sc-highway-patrol-vehicle-struck-by-falling-bullet-amid-new-years-celebrations,South Carolina
804 Seaboard St,Myrtle Beach,2020-01-01,1585642,1,0,https://abcnews4.com/news/local/officers-investigate-shooting-outside-club-in-myrtle-beach,South Carolina
600 block of 25th St,Lewiston,2020-01-01,1588933,1,0,https://www.spokesman.com/stories/2020/jan/03/lewiston-man-accused-of-shooting-brother-in-leg/,Idaho
1500 block of Washington St,Davenport,2020-01-01,1586691,0,0,https://www.kwqc.com/content/news/House-damaged-by-gunfire-in-Davenport-police-investigating-566649661.html,Iowa
1395 Walnut St,Dubuque,2020-01-01,1585665,1,0,https://kwwl.com/2020/01/01/one-injured-after-dubuque-shooting/,Iowa
3900 block of Ladera Dr NW,Albuquerque,2020-01-01,1585373,1,1,https://www.qcsunonline.com/story/2020/01/08/news/tucumcari-native-shot-in-albuquerque/20734.html,New Mexico
1600 block of Fredericksburg Ln,Aurora,2020-01-01,1586682,1,0,https://www.chicagotribune.com/suburbs/aurora-beacon-news/ct-abn-aurora-new-years-eve-shooting-st-0103-20200102-m3i34i5oqjhmrdre5q76ac6fse-story.html,Illinois
4000 block of Old Nottoway Rd,Crewe,2020-01-01,1586679,0,1,https://wtvr.com/2020/01/02/nottoway-man-charged-with-murdering-69-year-old-man-on-new-years-day/,Virginia
Harmony Place,Covington,2020-01-01,1670117,0,0,https://www.ajc.com/news/crime--law/covington-man-jailed-charges-after-shooting-coworker-cops-say/r6LKzAY9YmV6aJuP6D9tjP/,Georgia
2202 W 17th St,Sheffield,2020-01-01,1586685,0,1,https://whnt.com/2020/01/02/arrest-made-in-deadly-sheffield-shooting/,Alabama
Traction Ave and Lampasas Ave,Sacramento,2020-01-01,1586662,0,1,https://www.sacbee.com/news/local/crime/article239117358.html,California
Thelma Ave and Datil Way,Thousand Palms,2020-01-01,1586655,0,0,https://kesq.com/news/2020/01/01/deputies-investigating-shooting-in-thousand-palms-neighborhood/,California
10600 block of Oak St,Grass Valley,2020-01-01,1585739,0,1,https://www.kcra.com/article/grass-valley-police-activity-closes-roads/30374295,California
1400 block of Southbury Ave,Richmond,2020-01-01,1585503,0,1,https://www.wric.com/news/local-news/henrico-county/man-accidentally-shot-to-death-in-henrico-person-charged/,Virginia
700 block of Ridgeway Ave,Hampton,2020-01-01,1585471,1,1,https://www.13newsnow.com/article/news/local/mycity/hampton/man-shot-to-death-in-early-morning-hours-of-new-year-in-hampton/291-efdf45f5-f61c-4c8c-89b5-e40ac033a749,Virginia
2348 Lamar Ave,Memphis,2020-01-01,1587199,0,0,https://www.wmcactionnews5.com/2020/01/03/burger-king-employee-arrested-accused-pointing-gun-customer/,Tennessee
N/A,Salt Lake City,2020-01-01,1593051,1,0,https://www.ksl.com/article/46702575/man-assaulted-girlfriend-then-attacked-her-again-after-she-told-police-charges-say,Utah
Cottonwood Rd,Bakersfield,2020-01-01,1586638,0,0,https://www.turnto23.com/news/crime/bpd-man-trying-to-stop-traffic-with-a-gun-in-southeast-bakersfield,California
2700 block of N Tyndall Ave,Tucson,2020-01-01,1585353,2,0,https://www.kgun9.com/news/local-news/tpd-2-men-shot-at-midtown-house-party,Arizona
McCrays Mill Rd,Sumter,2020-01-01,1606461,0,1,https://www.wistv.com/2020/03/02/second-man-charged-with-homicide-after-mans-body-found-sumter-county-new-years-day/,South Carolina
200 block of S Franklin St,Janesville,2020-01-01,1586629,0,0,https://www.channel3000.com/janesville-man-shooting-gun-to-celebrate-new-year-arrested-police-say/,Wisconsin
3700 block of Knight Dr SW,Cedar Rapids,2020-01-01,1586625,0,0,https://www.thegazette.com/subject/news/shots-fired-cedar-rapids-new-years-day-20200101,Iowa
N/A,Navajo,2020-01-01,1642119,0,0,http://www.gallupsun.com/index.php?option=com_content&view=article&id=13670:fbi-arrest-for-bringing-rifle-across-arizona-border&catid=175:public-safety-&Itemid=602,New Mexico
2035 S Michigan St,South Bend,2020-01-01,1585358,1,1,https://www.southbendtribune.com/news/publicsafety/victim-from-south-bend-bar-shooting-dies-on-saturday/article_3a3a6556-2f2d-11ea-9011-83163420fdf4.html,Indiana
2nd St and Village Dr,Lake Forest,2020-01-01,1585555,0,1,https://abc7.com/lake-forest-man-dies-after-being-found-shot-in-alley;-shooter-at-large/5805089/,California
